date,% Silica Concentrate,high_silica_risk,experiment,oof_proba,oof_pred_05,best_f1_threshold,oof_pred_best_f1,pred,is_correct,margin,error_type,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Iron Feed__std,% Silica Feed__std,Starch Flow__std,Amina Flow__std,Ore Pulp Flow__std,Ore Pulp pH__std,Ore Pulp Density__std,Flotation Column 01 Air Flow__std,Flotation Column 02 Air Flow__std,Flotation Column 03 Air Flow__std,Flotation Column 04 Air Flow__std,Flotation Column 05 Air Flow__std,Flotation Column 06 Air Flow__std,Flotation Column 07 Air Flow__std,Flotation Column 01 Level__std,Flotation Column 02 Level__std,Flotation Column 03 Level__std,Flotation Column 04 Level__std,Flotation Column 05 Level__std,Flotation Column 06 Level__std,Flotation Column 07 Level__std,rows_per_timestamp,hour,dayofweek,day,month,elapsed_hours
2017-08-30 14:00:00,3.5,0,extra_trees_balanced,0.8513172349450835,1,0.3,1,1,False,0.5513172349450834,FP,54.83,15.93,2742.0171456195667,540.9689444444444,380.887867491545,8.769242296035,1.6942818333333334,300.3881333333333,299.58973888888886,299.9557,300.2218179317944,303.62740232888723,349.05913888888887,308.416839814815,399.9099111111111,403.55660555555556,401.44952777777775,352.3404444444444,351.3028722222222,349.09504999999996,353.501,64.86,0.0,0.0,1495.8475176082459,26.574022086057127,3.325851042049895,0.023119282236328833,0.022607710151750456,1.0005844536513906,3.709100357175421,1.5994740590442766,0.017434565805131925,0.040738654635129344,9.24280028139855,38.142911427262,11.254100247015595,64.13004880245705,48.592267665,68.85904515757956,20.38341709795561,47.18768115247346,35.16938773595899,180,14,2,30,8,4165.0
2017-04-27 10:00:00,2.33,0,extra_trees_balanced,0.789126033853903,1,0.3,1,1,False,0.489126033853903,FP,58.05,11.85,2161.2694127777777,458.53295277777784,399.6424222222222,9.433366055555554,1.7427262777777777,176.34897868396777,191.46090441839556,190.54740287769835,299.5770848176428,291.6761459227478,250.25620555555554,250.23299444444444,801.3046444444445,794.9463194444444,800.6383944444444,454.8742611111111,450.33382777777774,446.7335888888889,451.92323888888893,65.48,0.0,0.0,568.5261370118695,49.5821261499056,4.854335063814591,0.05241123349157099,0.00923312930163015,0.01656579099913534,2.4521337823928184,0.89566827870334,0.10647761254145498,0.16092213409675651,4.754729600557073,6.567782447927338,16.424194473016602,24.020307598324518,25.09112941268161,48.24053443340797,30.133584259801584,26.961310625657816,32.87807789890198,180,10,3,27,4,1161.0
2017-09-05 14:00:00,3.9829870397050002,0,extra_trees_balanced,0.7714061559246485,1,0.3,1,1,False,0.47140615592464846,FP,48.05,28.54,347.749246165085,485.6862028459856,378.31532438016666,9.24547104490889,1.5203224621755553,178.95558050619334,207.655496524065,229.00632816675724,297.12657295634443,292.9235064459428,200.14511666666667,199.9890111111111,813.5045969962467,825.3631141032773,872.1295473337334,500.1595786674133,665.4120681063133,613.6055592173028,561.8463389385189,63.0,0.0,0.0,8.876212218932455,8.261783848873788,0.2587300430841439,0.4669586138229093,7.354128154484007e-06,0.12194121054588478,1.2562546620118376,0.8305939518488117,0.05327001684321645,0.19272510523654207,5.115414662539315,0.7111446874885613,4.546790817907617,0.23216431577630658,0.24292960842587127,4.796940571696573,0.029749383667872966,1.8532479261273525,3.839195652187339,180,14,1,5,9,4309.0
2017-03-14 00:00:00,3.5599999999999996,0,extra_trees_balanced,0.729193582699806,1,0.3,1,1,False,0.42919358269980606,FP,58.95,8.94,4556.654144444445,433.6238611111111,399.8296722222222,9.663962833333333,1.7369291666666666,250.02003333333334,249.71281666666667,250.00098888888888,295.096,306.4,250.0517111111111,250.00393333333332,450.0601666666667,450.2796833333333,450.8421333333333,450.17528333333337,450.7602833333333,451.7357611111111,451.2936333333334,64.03,0.0,0.0,555.8072420265786,3.870515259646135,3.5094300769190263,0.028864008466426415,0.0043113523110502846,0.47374188823309943,3.7806344712597895,1.3459765310356508,0.0,0.0,0.7801218315742489,1.1592631021472213,10.258734720823126,9.350791005444409,9.027726517297198,51.90856610032632,36.723146644600526,13.315199822576982,36.5803163509041,180,0,1,14,3,95.0
2017-04-23 22:00:00,3.74,0,extra_trees_balanced,0.7205152111482198,1,0.3,1,1,False,0.4205152111482198,FP,55.17,14.35,1921.7524444444446,599.9103333333334,400.7375666666667,9.374084111111111,1.7338668333333334,300.5366111111111,302.34650555555555,289.6061833333333,301.6044416666667,292.5261222222222,288.65838333333335,288.97968888888886,420.42634444444445,398.70328333333333,400.56180555555557,353.8365166666666,348.0731388888889,351.19375,349.5393111111111,63.93,0.0,0.0,208.8993001520702,1.6173654606592252,4.081160298112404,0.057210256935748244,0.00713500350190664,1.6002772134466126,3.827664520736174,1.9334973909559117,1.0655663928490842,1.5744627784159586,1.3559865587460804,14.21789856416865,70.19892338100865,16.120458092910308,9.93946831078403,37.584037049801275,39.18718574409012,28.147390527735134,45.32766125107382,180,22,6,23,4,1077.0
2017-09-02 02:00:00,1.65,0,extra_trees_balanced,0.7134193794050053,1,0.3,1,1,False,0.41341937940500534,FP,53.41,18.37,3091.680558333333,587.2567444444444,414.7138505050506,9.950317888888888,1.7186891666666668,299.94424444444445,300.0654222222222,299.91765555555554,296.59805555555664,295.15990129739276,349.55141388888893,305.6511722222222,399.2988944444445,437.35201666666666,402.35479444444445,399.8741388888889,400.25371111111116,399.7211111111111,398.44686666666666,66.36,0.0,0.0,993.7547275881491,22.435099614746175,4.477014169838876,0.0768231859025033,0.0024719877011108587,1.0629231738842908,4.37830465281249,1.7023506406085263,0.017434565803136754,0.04073865463528963,10.159276059322805,34.32606297313083,15.264149151050793,76.4073283887131,19.856266856446442,51.5380444567963,18.406652779328613,28.737557915052342,27.986632153663013,180,2,5,2,9,4225.0
2017-04-24 01:00:00,3.29,0,extra_trees_balanced,0.713223533091941,1,0.3,1,1,False,0.413223533091941,FP,55.17,14.35,1758.466328888889,600.0431,400.48452777777777,9.539245944444446,1.7541902777777778,299.7571111111111,299.21467222222225,299.92909444444444,300.03105555555555,299.77837222222223,300.5937055555556,299.31949444444444,402.5451111111111,399.4105944444445,399.6743333333334,355.9277611111111,351.8743166666667,349.98995,347.94443333333334,64.74,0.0,0.0,600.7301709495375,1.6707399062823882,3.443622502266661,0.08714930809757598,0.004351654912604403,0.7536638278649798,4.003019525350813,1.7620390640682382,1.017205298421026,1.8112395725657913,4.928421788967459,4.545358827660504,12.405889424377309,14.614738248956927,11.213688830076288,30.417901106341187,15.368483380489721,20.93626633361224,21.989148401755916,180,1,0,24,4,1080.0
2017-08-31 03:00:00,2.67,0,extra_trees_balanced,0.7100158584340619,1,0.3,1,1,False,0.4100158584340619,FP,48.459999999999994,24.9,2657.7665280193246,571.3750333333332,380.90832222222224,8.894250444444443,1.7315245555555556,299.89863333333335,299.89329444444445,299.9537888888889,299.43666941694335,301.7927771053967,349.8177527777778,310.8129944444444,399.40970555555555,404.2152222222222,399.7254055555556,355.56275555555555,350.13873333333333,350.96531111111113,351.5218555555556,65.21,0.0,0.0,890.5414229396689,13.181363768130321,2.4769800668346567,0.014242479685093117,0.015998447540038218,0.9382811169603965,3.4049865551981604,1.711509561075934,0.01743456580310928,0.040738654635982134,10.201138010930347,31.718796218677262,15.64983174907684,70.18294361930818,14.45459851231405,58.033807169291144,11.80755537197359,13.209541544441326,14.824379635557634,180,3,3,31,8,4178.0
2017-09-05 15:00:00,3.9244805595538885,0,extra_trees_balanced,0.705608888541189,1,0.3,1,1,False,0.405608888541189,FP,48.05,28.54,378.49782176771447,514.3063032924144,377.43785269054166,9.9198465179,1.520347938018889,179.37800376952111,212.00735748663223,231.88363442009722,296.94203735716445,292.25587679460943,200.42239444444445,199.94270555555553,829.2553854818527,826.1673672959479,871.2880014979045,483.5422326427795,665.5151245847184,607.1856210092694,548.5467698371,63.0,0.0,0.0,8.876212218933018,8.26178384887376,0.23516755560695676,0.2760994895894042,7.354127598138703e-06,0.12194121054530799,1.2562546620116057,0.8305939518500328,0.05327001684297577,0.19272510523584319,4.712827593679508,0.6975892113177432,4.546790817907837,0.23216431577777774,0.24292960842496722,4.796940571695642,0.029749383668133324,1.853247926127195,3.839195652188973,180,15,1,5,9,4310.0
2017-08-31 05:00:00,2.38,0,extra_trees_balanced,0.6958321243406348,1,0.3,1,1,False,0.3958321243406348,FP,48.459999999999994,24.9,2437.033611111111,387.5410388888889,378.7254493007,9.049127444444444,1.6132441666666668,299.88041111111113,299.91308333333336,299.94464444444446,299.3158773377355,301.5105270710139,349.82635833333336,308.608814814815,414.8758611111111,410.7177388888889,412.21740555555556,342.9225666666667,351.1645388888889,351.4637333333333,348.88693333333333,64.12,0.0,0.0,70.17554861254048,37.118248285021316,0.030340701509563573,0.059142204023884724,0.03134680196119626,0.9181586875002031,3.890549999500212,1.728754087718225,0.017434565804125356,0.040738654634945214,11.075765210995451,35.64650649427309,57.37513191025883,61.97921877402977,60.17397787339431,77.57562675317476,25.541797889899758,30.951561441244145,39.210803583196295,180,5,3,31,8,4180.0
